"features","Compartment","Channel","Measure"
"Cytoplasm_Texture_DifferenceEntropy_DNA_5_01_256","Cytoplasm","DNA","Texture"
"Cytoplasm_Texture_DifferenceEntropy_DNA_5_02_256","Cytoplasm","DNA","Texture"
"Cytoplasm_Texture_DifferenceEntropy_DNA_5_03_256","Cytoplasm","DNA","Texture"
"Cytoplasm_Texture_DifferenceEntropy_Mito_10_00_256","Cytoplasm","Mito","Texture"
"Cytoplasm_Texture_DifferenceEntropy_Mito_10_01_256","Cytoplasm","Mito","Texture"
"Cytoplasm_Texture_DifferenceEntropy_Mito_10_02_256","Cytoplasm","Mito","Texture"
"Cytoplasm_Texture_DifferenceEntropy_Mito_10_03_256","Cytoplasm","Mito","Texture"
"Cytoplasm_Texture_DifferenceEntropy_Mito_20_00_256","Cytoplasm","Mito","Texture"
"Cytoplasm_Texture_DifferenceEntropy_Mito_20_01_256","Cytoplasm","Mito","Texture"
"Cytoplasm_Texture_DifferenceEntropy_Mito_20_02_256","Cytoplasm","Mito","Texture"
"Cytoplasm_Texture_DifferenceEntropy_Mito_20_03_256","Cytoplasm","Mito","Texture"
"Cytoplasm_Texture_DifferenceEntropy_Mito_5_00_256","Cytoplasm","Mito","Texture"
"Cytoplasm_Texture_DifferenceEntropy_Mito_5_01_256","Cytoplasm","Mito","Texture"
"Cytoplasm_Texture_DifferenceEntropy_Mito_5_02_256","Cytoplasm","Mito","Texture"
"Cytoplasm_Texture_DifferenceEntropy_Mito_5_03_256","Cytoplasm","Mito","Texture"
"Cytoplasm_Texture_DifferenceVariance_AGP_10_00_256","Cytoplasm","AGP","Texture"
"Cytoplasm_Texture_DifferenceVariance_AGP_10_01_256","Cytoplasm","AGP","Texture"
"Cytoplasm_Texture_DifferenceVariance_AGP_10_02_256","Cytoplasm","AGP","Texture"
"Cytoplasm_Texture_DifferenceVariance_AGP_10_03_256","Cytoplasm","AGP","Texture"
"Cytoplasm_Texture_DifferenceVariance_AGP_20_00_256","Cytoplasm","AGP","Texture"
"Cytoplasm_Texture_DifferenceVariance_AGP_20_01_256","Cytoplasm","AGP","Texture"
"Cytoplasm_Texture_DifferenceVariance_AGP_20_02_256","Cytoplasm","AGP","Texture"
"Cytoplasm_Texture_DifferenceVariance_AGP_20_03_256","Cytoplasm","AGP","Texture"
"Cytoplasm_Texture_DifferenceVariance_AGP_5_00_256","Cytoplasm","AGP","Texture"
"Cytoplasm_Texture_DifferenceVariance_AGP_5_01_256","Cytoplasm","AGP","Texture"
"Cytoplasm_Texture_DifferenceVariance_AGP_5_02_256","Cytoplasm","AGP","Texture"
"Cytoplasm_Texture_DifferenceVariance_AGP_5_03_256","Cytoplasm","AGP","Texture"
"Cytoplasm_Texture_DifferenceVariance_BODIPYRNA_10_00_256","Cytoplasm","BODIPYRNA","Texture"
"Cytoplasm_Texture_DifferenceVariance_BODIPYRNA_10_01_256","Cytoplasm","BODIPYRNA","Texture"
"Cytoplasm_Texture_DifferenceVariance_BODIPYRNA_10_02_256","Cytoplasm","BODIPYRNA","Texture"
"Cytoplasm_Texture_DifferenceVariance_BODIPYRNA_10_03_256","Cytoplasm","BODIPYRNA","Texture"
"Cytoplasm_Texture_DifferenceVariance_BODIPYRNA_20_00_256","Cytoplasm","BODIPYRNA","Texture"
"Cytoplasm_Texture_DifferenceVariance_BODIPYRNA_20_01_256","Cytoplasm","BODIPYRNA","Texture"
"Cytoplasm_Texture_DifferenceVariance_BODIPYRNA_20_02_256","Cytoplasm","BODIPYRNA","Texture"
"Cytoplasm_Texture_DifferenceVariance_BODIPYRNA_20_03_256","Cytoplasm","BODIPYRNA","Texture"
"Cytoplasm_Texture_DifferenceVariance_BODIPYRNA_5_00_256","Cytoplasm","BODIPYRNA","Texture"
"Cytoplasm_Texture_DifferenceVariance_BODIPYRNA_5_01_256","Cytoplasm","BODIPYRNA","Texture"
"Cytoplasm_Texture_DifferenceVariance_BODIPYRNA_5_02_256","Cytoplasm","BODIPYRNA","Texture"
"Cytoplasm_Texture_DifferenceVariance_BODIPYRNA_5_03_256","Cytoplasm","BODIPYRNA","Texture"
"Cytoplasm_Texture_DifferenceVariance_DNA_10_00_256","Cytoplasm","DNA","Texture"
"Cytoplasm_Texture_DifferenceVariance_DNA_10_01_256","Cytoplasm","DNA","Texture"
"Cytoplasm_Texture_DifferenceVariance_DNA_10_02_256","Cytoplasm","DNA","Texture"
"Cytoplasm_Texture_DifferenceVariance_DNA_10_03_256","Cytoplasm","DNA","Texture"
"Cytoplasm_Texture_DifferenceVariance_DNA_20_00_256","Cytoplasm","DNA","Texture"
"Cytoplasm_Texture_DifferenceVariance_DNA_20_01_256","Cytoplasm","DNA","Texture"
"Cytoplasm_Texture_DifferenceVariance_DNA_20_02_256","Cytoplasm","DNA","Texture"
"Cytoplasm_Texture_DifferenceVariance_DNA_20_03_256","Cytoplasm","DNA","Texture"
"Cytoplasm_Texture_DifferenceVariance_DNA_5_00_256","Cytoplasm","DNA","Texture"
"Cytoplasm_Texture_DifferenceVariance_DNA_5_01_256","Cytoplasm","DNA","Texture"
"Cytoplasm_Texture_DifferenceVariance_DNA_5_02_256","Cytoplasm","DNA","Texture"
"Cytoplasm_Texture_DifferenceVariance_DNA_5_03_256","Cytoplasm","DNA","Texture"
"Cytoplasm_Texture_DifferenceVariance_Mito_10_00_256","Cytoplasm","Mito","Texture"
"Cytoplasm_Texture_DifferenceVariance_Mito_10_01_256","Cytoplasm","Mito","Texture"
"Cytoplasm_Texture_DifferenceVariance_Mito_10_02_256","Cytoplasm","Mito","Texture"
"Cytoplasm_Texture_DifferenceVariance_Mito_10_03_256","Cytoplasm","Mito","Texture"
"Cytoplasm_Texture_DifferenceVariance_Mito_20_00_256","Cytoplasm","Mito","Texture"
"Cytoplasm_Texture_DifferenceVariance_Mito_20_01_256","Cytoplasm","Mito","Texture"
"Cytoplasm_Texture_DifferenceVariance_Mito_20_02_256","Cytoplasm","Mito","Texture"
"Cytoplasm_Texture_DifferenceVariance_Mito_20_03_256","Cytoplasm","Mito","Texture"
"Cytoplasm_Texture_DifferenceVariance_Mito_5_00_256","Cytoplasm","Mito","Texture"
"Cytoplasm_Texture_DifferenceVariance_Mito_5_01_256","Cytoplasm","Mito","Texture"
"Cytoplasm_Texture_DifferenceVariance_Mito_5_02_256","Cytoplasm","Mito","Texture"
"Cytoplasm_Texture_DifferenceVariance_Mito_5_03_256","Cytoplasm","Mito","Texture"
"Cytoplasm_Texture_Entropy_AGP_10_00_256","Cytoplasm","AGP","Texture"
"Cytoplasm_Texture_Entropy_AGP_10_01_256","Cytoplasm","AGP","Texture"
"Cytoplasm_Texture_Entropy_AGP_10_02_256","Cytoplasm","AGP","Texture"
"Cytoplasm_Texture_Entropy_AGP_10_03_256","Cytoplasm","AGP","Texture"
"Cytoplasm_Texture_Entropy_AGP_20_00_256","Cytoplasm","AGP","Texture"
"Cytoplasm_Texture_Entropy_AGP_20_01_256","Cytoplasm","AGP","Texture"
"Cytoplasm_Texture_Entropy_AGP_20_02_256","Cytoplasm","AGP","Texture"
"Cytoplasm_Texture_Entropy_AGP_20_03_256","Cytoplasm","AGP","Texture"
"Cytoplasm_Texture_Entropy_AGP_5_00_256","Cytoplasm","AGP","Texture"
"Cytoplasm_Texture_Entropy_AGP_5_01_256","Cytoplasm","AGP","Texture"
"Cytoplasm_Texture_Entropy_AGP_5_02_256","Cytoplasm","AGP","Texture"
"Cytoplasm_Texture_Entropy_AGP_5_03_256","Cytoplasm","AGP","Texture"
"Cytoplasm_Texture_Entropy_BODIPYRNA_10_00_256","Cytoplasm","BODIPYRNA","Texture"
"Cytoplasm_Texture_Entropy_BODIPYRNA_10_01_256","Cytoplasm","BODIPYRNA","Texture"
"Cytoplasm_Texture_Entropy_BODIPYRNA_10_02_256","Cytoplasm","BODIPYRNA","Texture"
"Cytoplasm_Texture_Entropy_BODIPYRNA_10_03_256","Cytoplasm","BODIPYRNA","Texture"
"Cytoplasm_Texture_Entropy_BODIPYRNA_20_00_256","Cytoplasm","BODIPYRNA","Texture"
"Cytoplasm_Texture_Entropy_BODIPYRNA_20_01_256","Cytoplasm","BODIPYRNA","Texture"
"Cytoplasm_Texture_Entropy_BODIPYRNA_20_02_256","Cytoplasm","BODIPYRNA","Texture"
"Cytoplasm_Texture_Entropy_BODIPYRNA_20_03_256","Cytoplasm","BODIPYRNA","Texture"
"Cytoplasm_Texture_Entropy_BODIPYRNA_5_00_256","Cytoplasm","BODIPYRNA","Texture"
"Cytoplasm_Texture_Entropy_BODIPYRNA_5_01_256","Cytoplasm","BODIPYRNA","Texture"
"Cytoplasm_Texture_Entropy_BODIPYRNA_5_02_256","Cytoplasm","BODIPYRNA","Texture"
"Cytoplasm_Texture_Entropy_BODIPYRNA_5_03_256","Cytoplasm","BODIPYRNA","Texture"
"Cytoplasm_Texture_Entropy_DNA_10_00_256","Cytoplasm","DNA","Texture"
"Cytoplasm_Texture_Entropy_DNA_10_01_256","Cytoplasm","DNA","Texture"
"Cytoplasm_Texture_Entropy_DNA_10_02_256","Cytoplasm","DNA","Texture"
"Cytoplasm_Texture_Entropy_DNA_10_03_256","Cytoplasm","DNA","Texture"
"Cytoplasm_Texture_Entropy_DNA_20_00_256","Cytoplasm","DNA","Texture"
"Cytoplasm_Texture_Entropy_DNA_20_01_256","Cytoplasm","DNA","Texture"
"Cytoplasm_Texture_Entropy_DNA_20_02_256","Cytoplasm","DNA","Texture"
"Cytoplasm_Texture_Entropy_DNA_20_03_256","Cytoplasm","DNA","Texture"
"Cytoplasm_Texture_Entropy_DNA_5_00_256","Cytoplasm","DNA","Texture"
"Cytoplasm_Texture_Entropy_DNA_5_01_256","Cytoplasm","DNA","Texture"
"Cytoplasm_Texture_Entropy_DNA_5_02_256","Cytoplasm","DNA","Texture"
"Cytoplasm_Texture_Entropy_DNA_5_03_256","Cytoplasm","DNA","Texture"
"Cytoplasm_Texture_Entropy_Mito_10_00_256","Cytoplasm","Mito","Texture"
"Cytoplasm_Texture_Entropy_Mito_10_01_256","Cytoplasm","Mito","Texture"
"Cytoplasm_Texture_Entropy_Mito_10_02_256","Cytoplasm","Mito","Texture"
"Cytoplasm_Texture_Entropy_Mito_10_03_256","Cytoplasm","Mito","Texture"
"Cytoplasm_Texture_Entropy_Mito_20_00_256","Cytoplasm","Mito","Texture"
"Cytoplasm_Texture_Entropy_Mito_20_01_256","Cytoplasm","Mito","Texture"
"Cytoplasm_Texture_Entropy_Mito_20_02_256","Cytoplasm","Mito","Texture"
"Cytoplasm_Texture_Entropy_Mito_20_03_256","Cytoplasm","Mito","Texture"
"Cytoplasm_Texture_Entropy_Mito_5_00_256","Cytoplasm","Mito","Texture"
"Cytoplasm_Texture_Entropy_Mito_5_01_256","Cytoplasm","Mito","Texture"
"Cytoplasm_Texture_Entropy_Mito_5_02_256","Cytoplasm","Mito","Texture"
"Cytoplasm_Texture_Entropy_Mito_5_03_256","Cytoplasm","Mito","Texture"
"Cytoplasm_Texture_InfoMeas1_AGP_10_00_256","Cytoplasm","AGP","Texture"
"Cytoplasm_Texture_InfoMeas1_AGP_10_01_256","Cytoplasm","AGP","Texture"
"Cytoplasm_Texture_InfoMeas1_AGP_10_02_256","Cytoplasm","AGP","Texture"
"Cytoplasm_Texture_InfoMeas1_AGP_10_03_256","Cytoplasm","AGP","Texture"
"Cytoplasm_Texture_InfoMeas1_AGP_20_00_256","Cytoplasm","AGP","Texture"
"Cytoplasm_Texture_InfoMeas1_AGP_20_01_256","Cytoplasm","AGP","Texture"
"Cytoplasm_Texture_InfoMeas1_AGP_20_02_256","Cytoplasm","AGP","Texture"
"Cytoplasm_Texture_InfoMeas1_AGP_20_03_256","Cytoplasm","AGP","Texture"
"Cytoplasm_Texture_InfoMeas1_AGP_5_00_256","Cytoplasm","AGP","Texture"
"Cytoplasm_Texture_InfoMeas1_AGP_5_01_256","Cytoplasm","AGP","Texture"
"Cytoplasm_Texture_InfoMeas1_AGP_5_02_256","Cytoplasm","AGP","Texture"
"Cytoplasm_Texture_InfoMeas1_AGP_5_03_256","Cytoplasm","AGP","Texture"
"Cytoplasm_Texture_InfoMeas1_BODIPYRNA_10_00_256","Cytoplasm","BODIPYRNA","Texture"
"Cytoplasm_Texture_InfoMeas1_BODIPYRNA_10_01_256","Cytoplasm","BODIPYRNA","Texture"
"Cytoplasm_Texture_InfoMeas1_BODIPYRNA_10_02_256","Cytoplasm","BODIPYRNA","Texture"
"Cytoplasm_Texture_InfoMeas1_BODIPYRNA_10_03_256","Cytoplasm","BODIPYRNA","Texture"
"Cytoplasm_Texture_InfoMeas1_BODIPYRNA_20_00_256","Cytoplasm","BODIPYRNA","Texture"
"Cytoplasm_Texture_InfoMeas1_BODIPYRNA_20_01_256","Cytoplasm","BODIPYRNA","Texture"
"Cytoplasm_Texture_InfoMeas1_BODIPYRNA_20_02_256","Cytoplasm","BODIPYRNA","Texture"
"Cytoplasm_Texture_InfoMeas1_BODIPYRNA_20_03_256","Cytoplasm","BODIPYRNA","Texture"
"Cytoplasm_Texture_InfoMeas1_BODIPYRNA_5_00_256","Cytoplasm","BODIPYRNA","Texture"
"Cytoplasm_Texture_InfoMeas1_BODIPYRNA_5_01_256","Cytoplasm","BODIPYRNA","Texture"
"Cytoplasm_Texture_InfoMeas1_BODIPYRNA_5_02_256","Cytoplasm","BODIPYRNA","Texture"
"Cytoplasm_Texture_InfoMeas1_BODIPYRNA_5_03_256","Cytoplasm","BODIPYRNA","Texture"
"Cytoplasm_Texture_InfoMeas1_DNA_10_00_256","Cytoplasm","DNA","Texture"
"Cytoplasm_Texture_InfoMeas1_DNA_10_01_256","Cytoplasm","DNA","Texture"
"Cytoplasm_Texture_InfoMeas1_DNA_10_02_256","Cytoplasm","DNA","Texture"
"Cytoplasm_Texture_InfoMeas1_DNA_10_03_256","Cytoplasm","DNA","Texture"
"Cytoplasm_Texture_InfoMeas1_DNA_20_00_256","Cytoplasm","DNA","Texture"
"Cytoplasm_Texture_InfoMeas1_DNA_20_01_256","Cytoplasm","DNA","Texture"
"Cytoplasm_Texture_InfoMeas1_DNA_20_02_256","Cytoplasm","DNA","Texture"
"Cytoplasm_Texture_InfoMeas1_DNA_20_03_256","Cytoplasm","DNA","Texture"
"Cytoplasm_Texture_InfoMeas1_DNA_5_00_256","Cytoplasm","DNA","Texture"
"Cytoplasm_Texture_InfoMeas1_DNA_5_01_256","Cytoplasm","DNA","Texture"
"Cytoplasm_Texture_InfoMeas1_DNA_5_02_256","Cytoplasm","DNA","Texture"
"Cytoplasm_Texture_InfoMeas1_DNA_5_03_256","Cytoplasm","DNA","Texture"
"Cytoplasm_Texture_InfoMeas1_Mito_10_00_256","Cytoplasm","Mito","Texture"
"Cytoplasm_Texture_InfoMeas1_Mito_10_01_256","Cytoplasm","Mito","Texture"
"Cytoplasm_Texture_InfoMeas1_Mito_10_02_256","Cytoplasm","Mito","Texture"
"Cytoplasm_Texture_InfoMeas1_Mito_10_03_256","Cytoplasm","Mito","Texture"
"Cytoplasm_Texture_InfoMeas1_Mito_20_00_256","Cytoplasm","Mito","Texture"
"Cytoplasm_Texture_InfoMeas1_Mito_20_01_256","Cytoplasm","Mito","Texture"
"Cytoplasm_Texture_InfoMeas1_Mito_20_02_256","Cytoplasm","Mito","Texture"
"Cytoplasm_Texture_InfoMeas1_Mito_20_03_256","Cytoplasm","Mito","Texture"
"Cytoplasm_Texture_InfoMeas1_Mito_5_00_256","Cytoplasm","Mito","Texture"
"Cytoplasm_Texture_InfoMeas1_Mito_5_01_256","Cytoplasm","Mito","Texture"
"Cytoplasm_Texture_InfoMeas1_Mito_5_02_256","Cytoplasm","Mito","Texture"
"Cytoplasm_Texture_InfoMeas1_Mito_5_03_256","Cytoplasm","Mito","Texture"
"Cytoplasm_Texture_InfoMeas2_AGP_10_00_256","Cytoplasm","AGP","Texture"
"Cytoplasm_Texture_InfoMeas2_AGP_10_01_256","Cytoplasm","AGP","Texture"
"Cytoplasm_Texture_InfoMeas2_AGP_10_02_256","Cytoplasm","AGP","Texture"
"Cytoplasm_Texture_InfoMeas2_AGP_10_03_256","Cytoplasm","AGP","Texture"
"Cytoplasm_Texture_InfoMeas2_AGP_20_00_256","Cytoplasm","AGP","Texture"
"Cytoplasm_Texture_InfoMeas2_AGP_20_01_256","Cytoplasm","AGP","Texture"
"Cytoplasm_Texture_InfoMeas2_AGP_20_02_256","Cytoplasm","AGP","Texture"
"Cytoplasm_Texture_InfoMeas2_AGP_20_03_256","Cytoplasm","AGP","Texture"
"Cytoplasm_Texture_InfoMeas2_AGP_5_00_256","Cytoplasm","AGP","Texture"
"Cytoplasm_Texture_InfoMeas2_AGP_5_01_256","Cytoplasm","AGP","Texture"
"Cytoplasm_Texture_InfoMeas2_AGP_5_02_256","Cytoplasm","AGP","Texture"
"Cytoplasm_Texture_InfoMeas2_AGP_5_03_256","Cytoplasm","AGP","Texture"
"Cytoplasm_Texture_InfoMeas2_BODIPYRNA_10_00_256","Cytoplasm","BODIPYRNA","Texture"
"Cytoplasm_Texture_InfoMeas2_BODIPYRNA_10_01_256","Cytoplasm","BODIPYRNA","Texture"
"Cytoplasm_Texture_InfoMeas2_BODIPYRNA_10_02_256","Cytoplasm","BODIPYRNA","Texture"
"Cytoplasm_Texture_InfoMeas2_BODIPYRNA_10_03_256","Cytoplasm","BODIPYRNA","Texture"
"Cytoplasm_Texture_InfoMeas2_BODIPYRNA_20_00_256","Cytoplasm","BODIPYRNA","Texture"
"Cytoplasm_Texture_InfoMeas2_BODIPYRNA_20_01_256","Cytoplasm","BODIPYRNA","Texture"
"Cytoplasm_Texture_InfoMeas2_BODIPYRNA_20_02_256","Cytoplasm","BODIPYRNA","Texture"
"Cytoplasm_Texture_InfoMeas2_BODIPYRNA_20_03_256","Cytoplasm","BODIPYRNA","Texture"
"Cytoplasm_Texture_InfoMeas2_BODIPYRNA_5_00_256","Cytoplasm","BODIPYRNA","Texture"
"Cytoplasm_Texture_InfoMeas2_BODIPYRNA_5_01_256","Cytoplasm","BODIPYRNA","Texture"
"Cytoplasm_Texture_InfoMeas2_BODIPYRNA_5_02_256","Cytoplasm","BODIPYRNA","Texture"
"Cytoplasm_Texture_InfoMeas2_BODIPYRNA_5_03_256","Cytoplasm","BODIPYRNA","Texture"
"Cytoplasm_Texture_InfoMeas2_DNA_10_00_256","Cytoplasm","DNA","Texture"
"Cytoplasm_Texture_InfoMeas2_DNA_10_01_256","Cytoplasm","DNA","Texture"
"Cytoplasm_Texture_InfoMeas2_DNA_10_02_256","Cytoplasm","DNA","Texture"
"Cytoplasm_Texture_InfoMeas2_DNA_10_03_256","Cytoplasm","DNA","Texture"
"Cytoplasm_Texture_InfoMeas2_DNA_20_00_256","Cytoplasm","DNA","Texture"
"Cytoplasm_Texture_InfoMeas2_DNA_20_01_256","Cytoplasm","DNA","Texture"
"Cytoplasm_Texture_InfoMeas2_DNA_20_02_256","Cytoplasm","DNA","Texture"
"Cytoplasm_Texture_InfoMeas2_DNA_20_03_256","Cytoplasm","DNA","Texture"
"Cytoplasm_Texture_InfoMeas2_DNA_5_00_256","Cytoplasm","DNA","Texture"
"Cytoplasm_Texture_InfoMeas2_DNA_5_01_256","Cytoplasm","DNA","Texture"
"Cytoplasm_Texture_InfoMeas2_DNA_5_02_256","Cytoplasm","DNA","Texture"
"Cytoplasm_Texture_InfoMeas2_DNA_5_03_256","Cytoplasm","DNA","Texture"
"Cytoplasm_Texture_InfoMeas2_Mito_10_00_256","Cytoplasm","Mito","Texture"
"Cytoplasm_Texture_InfoMeas2_Mito_10_01_256","Cytoplasm","Mito","Texture"
"Cytoplasm_Texture_InfoMeas2_Mito_10_02_256","Cytoplasm","Mito","Texture"
"Cytoplasm_Texture_InfoMeas2_Mito_10_03_256","Cytoplasm","Mito","Texture"
"Cytoplasm_Texture_InfoMeas2_Mito_20_00_256","Cytoplasm","Mito","Texture"
"Cytoplasm_Texture_InfoMeas2_Mito_20_01_256","Cytoplasm","Mito","Texture"
"Cytoplasm_Texture_InfoMeas2_Mito_20_02_256","Cytoplasm","Mito","Texture"
"Cytoplasm_Texture_InfoMeas2_Mito_20_03_256","Cytoplasm","Mito","Texture"
"Cytoplasm_Texture_InfoMeas2_Mito_5_00_256","Cytoplasm","Mito","Texture"
"Cytoplasm_Texture_InfoMeas2_Mito_5_01_256","Cytoplasm","Mito","Texture"
"Cytoplasm_Texture_InfoMeas2_Mito_5_02_256","Cytoplasm","Mito","Texture"
"Cytoplasm_Texture_InfoMeas2_Mito_5_03_256","Cytoplasm","Mito","Texture"
"Cytoplasm_Texture_InverseDifferenceMoment_AGP_10_00_256","Cytoplasm","AGP","Texture"
"Cytoplasm_Texture_InverseDifferenceMoment_AGP_10_01_256","Cytoplasm","AGP","Texture"
"Cytoplasm_Texture_InverseDifferenceMoment_AGP_10_02_256","Cytoplasm","AGP","Texture"
"Cytoplasm_Texture_InverseDifferenceMoment_AGP_10_03_256","Cytoplasm","AGP","Texture"
"Cytoplasm_Texture_InverseDifferenceMoment_AGP_20_00_256","Cytoplasm","AGP","Texture"
"Cytoplasm_Texture_InverseDifferenceMoment_AGP_20_01_256","Cytoplasm","AGP","Texture"
"Cytoplasm_Texture_InverseDifferenceMoment_AGP_20_02_256","Cytoplasm","AGP","Texture"
"Cytoplasm_Texture_InverseDifferenceMoment_AGP_20_03_256","Cytoplasm","AGP","Texture"
"Cytoplasm_Texture_InverseDifferenceMoment_AGP_5_00_256","Cytoplasm","AGP","Texture"
"Cytoplasm_Texture_InverseDifferenceMoment_AGP_5_01_256","Cytoplasm","AGP","Texture"
"Cytoplasm_Texture_InverseDifferenceMoment_AGP_5_02_256","Cytoplasm","AGP","Texture"
"Cytoplasm_Texture_InverseDifferenceMoment_AGP_5_03_256","Cytoplasm","AGP","Texture"
"Cytoplasm_Texture_InverseDifferenceMoment_BODIPYRNA_10_00_256","Cytoplasm","BODIPYRNA","Texture"
"Cytoplasm_Texture_InverseDifferenceMoment_BODIPYRNA_10_01_256","Cytoplasm","BODIPYRNA","Texture"
"Cytoplasm_Texture_InverseDifferenceMoment_BODIPYRNA_10_02_256","Cytoplasm","BODIPYRNA","Texture"
"Cytoplasm_Texture_InverseDifferenceMoment_BODIPYRNA_10_03_256","Cytoplasm","BODIPYRNA","Texture"
"Cytoplasm_Texture_InverseDifferenceMoment_BODIPYRNA_20_00_256","Cytoplasm","BODIPYRNA","Texture"
"Cytoplasm_Texture_InverseDifferenceMoment_BODIPYRNA_20_01_256","Cytoplasm","BODIPYRNA","Texture"
"Cytoplasm_Texture_InverseDifferenceMoment_BODIPYRNA_20_02_256","Cytoplasm","BODIPYRNA","Texture"
"Cytoplasm_Texture_InverseDifferenceMoment_BODIPYRNA_20_03_256","Cytoplasm","BODIPYRNA","Texture"
"Cytoplasm_Texture_InverseDifferenceMoment_BODIPYRNA_5_00_256","Cytoplasm","BODIPYRNA","Texture"
"Cytoplasm_Texture_InverseDifferenceMoment_BODIPYRNA_5_01_256","Cytoplasm","BODIPYRNA","Texture"
"Cytoplasm_Texture_InverseDifferenceMoment_BODIPYRNA_5_02_256","Cytoplasm","BODIPYRNA","Texture"
"Cytoplasm_Texture_InverseDifferenceMoment_BODIPYRNA_5_03_256","Cytoplasm","BODIPYRNA","Texture"
"Cytoplasm_Texture_InverseDifferenceMoment_DNA_10_00_256","Cytoplasm","DNA","Texture"
"Cytoplasm_Texture_InverseDifferenceMoment_DNA_10_01_256","Cytoplasm","DNA","Texture"
"Cytoplasm_Texture_InverseDifferenceMoment_DNA_10_02_256","Cytoplasm","DNA","Texture"
"Cytoplasm_Texture_InverseDifferenceMoment_DNA_10_03_256","Cytoplasm","DNA","Texture"
"Cytoplasm_Texture_InverseDifferenceMoment_DNA_20_00_256","Cytoplasm","DNA","Texture"
"Cytoplasm_Texture_InverseDifferenceMoment_DNA_20_01_256","Cytoplasm","DNA","Texture"
"Cytoplasm_Texture_InverseDifferenceMoment_DNA_20_02_256","Cytoplasm","DNA","Texture"
"Cytoplasm_Texture_InverseDifferenceMoment_DNA_20_03_256","Cytoplasm","DNA","Texture"
"Cytoplasm_Texture_InverseDifferenceMoment_DNA_5_00_256","Cytoplasm","DNA","Texture"
"Cytoplasm_Texture_InverseDifferenceMoment_DNA_5_01_256","Cytoplasm","DNA","Texture"
"Cytoplasm_Texture_InverseDifferenceMoment_DNA_5_02_256","Cytoplasm","DNA","Texture"
"Cytoplasm_Texture_InverseDifferenceMoment_DNA_5_03_256","Cytoplasm","DNA","Texture"
"Cytoplasm_Texture_InverseDifferenceMoment_Mito_10_00_256","Cytoplasm","Mito","Texture"
"Cytoplasm_Texture_InverseDifferenceMoment_Mito_10_01_256","Cytoplasm","Mito","Texture"
"Cytoplasm_Texture_InverseDifferenceMoment_Mito_10_02_256","Cytoplasm","Mito","Texture"
"Cytoplasm_Texture_InverseDifferenceMoment_Mito_10_03_256","Cytoplasm","Mito","Texture"
"Cytoplasm_Texture_InverseDifferenceMoment_Mito_20_00_256","Cytoplasm","Mito","Texture"
"Cytoplasm_Texture_InverseDifferenceMoment_Mito_20_01_256","Cytoplasm","Mito","Texture"
"Cytoplasm_Texture_InverseDifferenceMoment_Mito_20_02_256","Cytoplasm","Mito","Texture"
"Cytoplasm_Texture_InverseDifferenceMoment_Mito_20_03_256","Cytoplasm","Mito","Texture"
"Cytoplasm_Texture_InverseDifferenceMoment_Mito_5_00_256","Cytoplasm","Mito","Texture"
"Cytoplasm_Texture_InverseDifferenceMoment_Mito_5_01_256","Cytoplasm","Mito","Texture"
"Cytoplasm_Texture_InverseDifferenceMoment_Mito_5_02_256","Cytoplasm","Mito","Texture"
"Cytoplasm_Texture_InverseDifferenceMoment_Mito_5_03_256","Cytoplasm","Mito","Texture"
"Cytoplasm_Texture_SumAverage_AGP_10_00_256","Cytoplasm","AGP","Texture"
"Cytoplasm_Texture_SumAverage_AGP_10_01_256","Cytoplasm","AGP","Texture"
"Cytoplasm_Texture_SumAverage_AGP_10_02_256","Cytoplasm","AGP","Texture"
"Cytoplasm_Texture_SumAverage_AGP_10_03_256","Cytoplasm","AGP","Texture"
"Cytoplasm_Texture_SumAverage_AGP_20_00_256","Cytoplasm","AGP","Texture"
"Cytoplasm_Texture_SumAverage_AGP_20_01_256","Cytoplasm","AGP","Texture"
"Cytoplasm_Texture_SumAverage_AGP_20_02_256","Cytoplasm","AGP","Texture"
"Cytoplasm_Texture_SumAverage_AGP_20_03_256","Cytoplasm","AGP","Texture"
"Cytoplasm_Texture_SumAverage_AGP_5_00_256","Cytoplasm","AGP","Texture"
"Cytoplasm_Texture_SumAverage_AGP_5_01_256","Cytoplasm","AGP","Texture"
"Cytoplasm_Texture_SumAverage_AGP_5_02_256","Cytoplasm","AGP","Texture"
"Cytoplasm_Texture_SumAverage_AGP_5_03_256","Cytoplasm","AGP","Texture"
"Cytoplasm_Texture_SumAverage_BODIPYRNA_10_00_256","Cytoplasm","BODIPYRNA","Texture"
"Cytoplasm_Texture_SumAverage_BODIPYRNA_10_01_256","Cytoplasm","BODIPYRNA","Texture"
"Cytoplasm_Texture_SumAverage_BODIPYRNA_10_02_256","Cytoplasm","BODIPYRNA","Texture"
"Cytoplasm_Texture_SumAverage_BODIPYRNA_10_03_256","Cytoplasm","BODIPYRNA","Texture"
"Cytoplasm_Texture_SumAverage_BODIPYRNA_20_00_256","Cytoplasm","BODIPYRNA","Texture"
"Cytoplasm_Texture_SumAverage_BODIPYRNA_20_01_256","Cytoplasm","BODIPYRNA","Texture"
"Cytoplasm_Texture_SumAverage_BODIPYRNA_20_02_256","Cytoplasm","BODIPYRNA","Texture"
"Cytoplasm_Texture_SumAverage_BODIPYRNA_20_03_256","Cytoplasm","BODIPYRNA","Texture"
